jenis_kelamin,usia,tinggi_cm,berat_kg,level_aktivitas,target_user,akg_energi_kkal,akg_protein_g,akg_lemak_total_g,akg_karbohidrat_g
Laki-laki,20,183.1,89.652557,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,23,171.9,75.951472,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,22,168.0,52.0,tidak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,23,148.0,60.0,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,21,160.7,67.722222,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,21,170.9,75.0,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,20,180.9,85.0,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,20,181.8,85.833029,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,21,175.2,79.109637,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,162.9,70.0,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,22,173.1,78.175706,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,19,161.0,53.8,sangat_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Laki-laki,25,178.0,98.0,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,20,167.0,60.0,sangat_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Laki-laki,21,163.8,70.0,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,27,181.6,86.963765,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,26,190.0,80.0,agak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Perempuan,23,174.1,54.877111,sangat_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Laki-laki,21,176.0,55.003417,sangat_aktif,Tambah_BB,2650.0,65.0,75.0,430.0
Perempuan,23,173.2,54.835576,aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Laki-laki,20,176.2,55.511075,sangat_aktif,Tambah_BB,2650.0,65.0,75.0,430.0
Perempuan,19,160.9,42.656563,sangat_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Laki-laki,19,177.7,57.275946,sangat_aktif,Tambah_BB,2650.0,65.0,75.0,430.0
Laki-laki,20,179.3,58.19515,sangat_aktif,Tambah_BB,2650.0,65.0,75.0,430.0
Perempuan,23,165.5,50.424661,tidak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,25,163.0,46.062954,sangat_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,27,166.0,49.558304,aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,19,167.2,49.713944,sangat_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,19,169.1,49.895716,sangat_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,23,170.4,51.607091,tidak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Laki-laki,20,175.6,54.567343,sangat_aktif,Tambah_BB,2650.0,65.0,75.0,430.0
Perempuan,22,170.0,50.173425,aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,20,166.7,49.125955,sangat_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,20,167.6,49.105025,sangat_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,19,173.1,49.650897,sangat_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,19,175.7,49.699672,sangat_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,20,170.0,49.98297,sangat_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,19,158.6,42.541794,aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,26,156.0,102.0,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,29,169.0,90.0,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,27,183.0,71.0,sangat_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Perempuan,19,152.6,42.0,tidak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,19,153.2,42.0,tidak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,20,153.5,42.0,tidak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,20,160.3,45.0,aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,19,158.1,44.753943,agak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,19,159.0,49.0,sangat_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Perempuan,19,157.4,44.316254,aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,20,153.4,41.268597,tidak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,20,153.8,39.101805,sangat_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,19,157.4,41.220175,tidak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,22,171.7,51.491957,sangat_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,22,170.4,50.165754,agak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,21,172.1,50.0,agak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,19,152.3,42.0,tidak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,21,152.5,42.0,tidak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Laki-laki,20,176.0,55.3707,sangat_aktif,Tambah_BB,2650.0,65.0,75.0,430.0
Perempuan,19,169.0,70.0,sangat_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Perempuan,21,166.0,59.0,sangat_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Perempuan,19,164.0,53.0,agak_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Laki-laki,20,180.0,75.0,sangat_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Perempuan,26,165.0,63.0,agak_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Perempuan,25,168.6,104.572712,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,20,156.0,45.0,agak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Laki-laki,26,170.0,72.0,tidak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Laki-laki,19,170.0,60.0,sangat_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Perempuan,25,156.0,45.0,tidak_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Perempuan,27,155.0,63.0,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,21,167.0,67.0,agak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Perempuan,19,151.0,45.0,sangat_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Perempuan,23,175.0,56.0,sangat_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Laki-laki,20,158.0,74.0,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,19,180.0,60.0,tidak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Laki-laki,20,180.0,65.0,sangat_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Perempuan,21,155.0,58.0,agak_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Laki-laki,25,166.0,68.0,agak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Laki-laki,24,175.0,84.0,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,19,168.3,126.67378,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,19,156.0,50.0,tidak_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Perempuan,26,162.2,110.79263,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,22,175.6,137.796884,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,26,170.0,70.0,tidak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Perempuan,21,158.7,43.087508,tidak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,22,157.2,43.919835,agak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,22,159.6,42.848033,agak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,21,159.8,44.845655,aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Laki-laki,20,180.0,85.0,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,175.0,120.0,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,22,171.1,51.965521,sangat_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,24,156.0,60.0,tidak_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Perempuan,21,166.6,49.869791,sangat_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,22,167.5,51.154201,sangat_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Laki-laki,22,175.4,55.879263,sangat_aktif,Tambah_BB,2650.0,65.0,75.0,430.0
Laki-laki,20,174.4,54.927529,sangat_aktif,Tambah_BB,2650.0,65.0,75.0,430.0
Perempuan,22,177.1,133.963349,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,162.9,104.826776,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,163.1,111.485516,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,22,184.3,165.057269,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,23,159.0,48.0,tidak_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Laki-laki,21,188.0,84.0,sangat_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Laki-laki,20,184.0,104.0,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,172.0,76.0,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,19,150.0,45.0,tidak_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Laki-laki,23,174.0,105.0,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,20,168.0,68.0,agak_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Laki-laki,23,175.0,69.0,sangat_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Laki-laki,19,170.0,65.0,agak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,165.0,66.0,sangat_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Perempuan,21,154.0,47.0,sangat_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Laki-laki,20,198.0,125.0,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,26,165.0,60.0,sangat_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Perempuan,24,160.0,51.0,tidak_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Perempuan,27,155.0,62.0,agak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,19,183.0,82.0,sangat_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Laki-laki,20,187.0,75.0,agak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Laki-laki,19,180.0,87.0,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,24,160.0,100.5,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,19,180.0,80.0,sangat_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Laki-laki,24,184.0,86.0,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,19,169.0,60.0,agak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Laki-laki,20,160.0,50.0,tidak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Laki-laki,19,176.0,79.0,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,21,171.0,100.0,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,19,174.0,74.0,sangat_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Perempuan,19,165.0,82.0,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,27,185.0,75.0,agak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,175.0,75.0,agak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Laki-laki,21,180.0,73.0,sangat_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Perempuan,23,170.0,56.0,sangat_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Perempuan,20,158.0,53.5,agak_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Laki-laki,19,170.0,50.0,sangat_aktif,Tambah_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,170.0,75.0,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,20,170.0,65.0,tidak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Laki-laki,21,180.0,72.0,agak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Laki-laki,19,169.0,65.0,agak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Laki-laki,19,178.0,64.0,agak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Perempuan,20,156.0,51.5,sangat_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Perempuan,19,154.0,42.0,tidak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,20,162.0,45.0,agak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Laki-laki,22,174.0,75.0,agak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Laki-laki,27,172.0,88.0,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,19,153.0,42.0,sangat_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Laki-laki,26,175.5,82.228794,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,26,174.0,80.0,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,23,159.6,44.581159,tidak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,21,175.9,55.01045,sangat_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,22,170.0,54.98774,tidak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Laki-laki,19,176.7,55.700497,sangat_aktif,Tambah_BB,2650.0,65.0,75.0,430.0
Laki-laki,21,172.0,72.0,sangat_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Laki-laki,21,176.0,78.0,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,20,176.8,57.790381,sangat_aktif,Tambah_BB,2650.0,65.0,75.0,430.0
Perempuan,20,165.0,75.0,agak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,24,164.6,49.839685,tidak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Laki-laki,20,167.0,78.0,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,26,159.0,47.0,tidak_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Perempuan,19,166.1,49.932199,sangat_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,19,170.0,50.0,sangat_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,22,164.0,56.0,tidak_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Perempuan,19,166.2,49.838965,sangat_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,23,172.9,51.442293,agak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Laki-laki,19,178.0,81.0,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,19,185.0,115.0,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,23,174.0,54.166453,sangat_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,20,175.6,53.699561,sangat_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,20,162.0,52.0,sangat_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Perempuan,20,164.0,49.0,sangat_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,20,162.0,53.0,agak_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Perempuan,19,157.4,39.850137,agak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,19,170.0,64.0,sangat_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Laki-laki,22,160.0,66.0,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,23,171.8,51.073918,sangat_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,22,167.5,49.945233,agak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,20,163.0,64.0,tidak_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Perempuan,23,171.6,50.0,agak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Laki-laki,19,185.7,59.258372,sangat_aktif,Tambah_BB,2650.0,65.0,75.0,430.0
Perempuan,19,153.1,42.0,tidak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,19,176.0,80.0,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,20,152.7,42.0,aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,20,159.0,42.367615,sangat_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,20,169.9,49.676046,sangat_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,19,176.8,49.597765,sangat_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,19,173.9,49.649613,sangat_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,21,154.0,49.0,sangat_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Perempuan,20,157.0,60.0,tidak_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Perempuan,23,171.0,50.287967,sangat_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Laki-laki,21,172.0,75.0,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,28,170.0,73.0,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,26,172.0,65.0,tidak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Laki-laki,21,175.0,62.0,tidak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Laki-laki,20,177.0,70.0,agak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Perempuan,20,152.8,42.0,tidak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Laki-laki,21,179.0,105.0,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,21,160.0,61.0,agak_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Perempuan,20,152.1,42.0,tidak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,20,155.1,44.641796,agak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Laki-laki,19,188.0,79.0,sangat_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Laki-laki,21,170.0,65.0,agak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Perempuan,21,152.0,42.0,tidak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,20,156.9,41.324558,tidak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Laki-laki,19,182.0,75.0,agak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Perempuan,19,156.4,42.096062,sangat_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,19,155.6,42.339767,tidak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,19,168.8,45.0,sangat_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,24,160.0,45.0,sangat_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Laki-laki,21,182.0,67.0,sangat_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Perempuan,25,161.0,61.0,sangat_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Perempuan,22,173.3,50.890363,tidak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,21,172.3,50.833029,agak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Laki-laki,23,174.0,53.0,sangat_aktif,Tambah_BB,2650.0,65.0,75.0,430.0
Perempuan,19,167.0,64.0,sangat_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Perempuan,20,166.1,49.039794,aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,20,168.8,49.660995,sangat_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,20,167.1,49.742931,sangat_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,19,156.5,41.397378,tidak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,19,160.0,60.0,tidak_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Laki-laki,23,172.0,66.0,tidak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Perempuan,21,153.0,53.0,sangat_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Perempuan,19,158.0,41.890204,tidak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Laki-laki,23,182.0,107.0,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,19,150.0,50.0,tidak_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Laki-laki,22,171.3,51.598593,agak_aktif,Tambah_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,183.6,58.854416,sangat_aktif,Tambah_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,185.5,63.611109,aktif,Tambah_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,188.3,64.106108,aktif,Tambah_BB,2650.0,65.0,75.0,430.0
Laki-laki,25,171.0,71.0,tidak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Perempuan,20,173.5,50.0,aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,19,158.7,41.452385,tidak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Laki-laki,24,170.0,68.0,tidak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,170.8,75.0,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,24,160.0,64.808022,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,155.0,49.0,sangat_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Laki-laki,20,165.0,58.0,sangat_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Laki-laki,29,177.4,87.070234,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,20,154.2,63.856193,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,20,156.7,61.616,agak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,19,163.8,70.0,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,20,162.0,69.575315,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,22,167.0,62.0,tidak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Laki-laki,22,168.0,55.0,tidak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Perempuan,21,166.0,57.0,agak_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Perempuan,21,162.0,69.0,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,23,180.0,90.0,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,165.0,95.0,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,27,183.0,99.0,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,187.4,89.754302,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,180.0,60.0,tidak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Perempuan,23,165.0,80.0,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,20,176.0,55.0,sangat_aktif,Tambah_BB,2650.0,65.0,75.0,430.0
Perempuan,23,159.0,65.127324,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,20,183.8,89.496905,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,21,164.0,65.0,tidak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Perempuan,21,155.0,50.0,tidak_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Perempuan,21,161.0,54.5,tidak_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Perempuan,29,157.9,65.522744,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,23,165.0,80.0,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,20,150.0,44.0,tidak_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Laki-laki,21,171.6,80.0,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,23,164.0,52.0,sangat_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Perempuan,23,163.0,55.0,sangat_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Perempuan,22,160.0,55.0,sangat_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Laki-laki,21,172.0,80.555875,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,21,167.4,80.0,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,22,175.5,89.068227,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,21,177.4,89.28282,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,20,154.1,64.726948,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,23,168.0,62.0,tidak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Perempuan,19,176.0,79.349221,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,22,170.0,70.0,tidak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Laki-laki,20,182.4,87.656029,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,20,152.5,65.220249,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,23,171.3,75.828119,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,22,167.0,50.0,sangat_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Laki-laki,23,167.0,85.5,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,22,160.0,66.126964,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,19,160.0,45.0,sangat_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Laki-laki,25,170.0,83.0,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,22,161.2,67.140367,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,20,183.5,89.429199,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,165.0,58.5,tidak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Laki-laki,21,185.0,83.0,agak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Laki-laki,19,182.0,87.0,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,171.6,75.688433,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,22,165.0,65.0,agak_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
